GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD02_VD26,Margin of Error; Asia: - Entered before 1990: - Naturalized U.S. citizen
HD01_VD27,Estimate; Asia: - Entered before 1990: - Not a U.S. citizen
HD02_VD27,Margin of Error; Asia: - Entered before 1990: - Not a U.S. citizen
HD01_VD28,Estimate; Latin America:
HD02_VD28,Margin of Error; Latin America:
HD01_VD29,Estimate; Latin America: - Caribbean:
HD02_VD29,Margin of Error; Latin America: - Caribbean:
HD01_VD30,Estimate; Latin America: - Caribbean: - Entered 2010 or later
HD02_VD30,Margin of Error; Latin America: - Caribbean: - Entered 2010 or later
HD01_VD31,Estimate; Latin America: - Caribbean: - Entered 2010 or later - Naturalized U.S. citizen
HD02_VD31,Margin of Error; Latin America: - Caribbean: - Entered 2010 or later - Naturalized U.S. citizen
HD01_VD32,Estimate; Latin America: - Caribbean: - Entered 2010 or later - Not a U.S. citizen
HD02_VD32,Margin of Error; Latin America: - Caribbean: - Entered 2010 or later - Not a U.S. citizen
HD01_VD33,Estimate; Latin America: - Caribbean: - Entered 2000 to 2009
HD02_VD33,Margin of Error; Latin America: - Caribbean: - Entered 2000 to 2009
HD01_VD34,Estimate; Latin America: - Caribbean: - Entered 2000 to 2009 - Naturalized U.S. citizen
HD02_VD34,Margin of Error; Latin America: - Caribbean: - Entered 2000 to 2009 - Naturalized U.S. citizen
HD01_VD35,Estimate; Latin America: - Caribbean: - Entered 2000 to 2009 - Not a U.S. citizen
HD02_VD35,Margin of Error; Latin America: - Caribbean: - Entered 2000 to 2009 - Not a U.S. citizen
HD01_VD36,Estimate; Latin America: - Caribbean: - Entered 1990 to 1999:
HD02_VD36,Margin of Error; Latin America: - Caribbean: - Entered 1990 to 1999:
HD01_VD37,Estimate; Latin America: - Caribbean: - Entered 1990 to 1999: - Naturalized U.S. citizen
HD02_VD37,Margin of Error; Latin America: - Caribbean: - Entered 1990 to 1999: - Naturalized U.S. citizen
HD01_VD38,Estimate; Latin America: - Caribbean: - Entered 1990 to 1999: - Not a U.S. citizen
HD02_VD38,Margin of Error; Latin America: - Caribbean: - Entered 1990 to 1999: - Not a U.S. citizen
HD01_VD39,Estimate; Latin America: - Caribbean: - Entered before 1990:
HD02_VD39,Margin of Error; Latin America: - Caribbean: - Entered before 1990:
HD01_VD40,Estimate; Latin America: - Caribbean: - Entered before 1990: - Naturalized U.S. citizen
HD02_VD40,Margin of Error; Latin America: - Caribbean: - Entered before 1990: - Naturalized U.S. citizen
HD01_VD41,Estimate; Latin America: - Caribbean: - Entered before 1990: - Not a U.S. citizen
HD02_VD41,Margin of Error; Latin America: - Caribbean: - Entered before 1990: - Not a U.S. citizen
HD01_VD42,Estimate; Latin America: - Central America:
HD02_VD42,Margin of Error; Latin America: - Central America:
HD01_VD43,Estimate; Latin America: - Central America: - Mexico:
HD02_VD43,Margin of Error; Latin America: - Central America: - Mexico:
HD01_VD44,Estimate; Latin America: - Central America: - Mexico: - Entered 2010 or later
HD02_VD44,Margin of Error; Latin America: - Central America: - Mexico: - Entered 2010 or later
HD01_VD45,Estimate; Latin America: - Central America: - Mexico: - Entered 2010 or later - Naturalized U.S. citizen
HD02_VD45,Margin of Error; Latin America: - Central America: - Mexico: - Entered 2010 or later - Naturalized U.S. citizen
HD01_VD46,Estimate; Latin America: - Central America: - Mexico: - Entered 2010 or later - Not a U.S. citizen
HD02_VD46,Margin of Error; Latin America: - Central America: - Mexico: - Entered 2010 or later - Not a U.S. citizen
HD01_VD47,Estimate; Latin America: - Central America: - Mexico: - Entered 2000 to 2009
HD02_VD47,Margin of Error; Latin America: - Central America: - Mexico: - Entered 2000 to 2009
HD01_VD48,Estimate; Latin America: - Central America: - Mexico: - Entered 2000 to 2009 - Naturalized U.S. citizen
HD02_VD48,Margin of Error; Latin America: - Central America: - Mexico: - Entered 2000 to 2009 - Naturalized U.S. citizen
HD01_VD49,Estimate; Latin America: - Central America: - Mexico: - Entered 2000 to 2009 - Not a U.S. citizen
HD02_VD49,Margin of Error; Latin America: - Central America: - Mexico: - Entered 2000 to 2009 - Not a U.S. citizen
HD01_VD50,Estimate; Latin America: - Central America: - Mexico: - Entered 1990 to 1999:
HD02_VD50,Margin of Error; Latin America: - Central America: - Mexico: - Entered 1990 to 1999:
HD01_VD51,Estimate; Latin America: - Central America: - Mexico: - Entered 1990 to 1999: - Naturalized U.S. citizen
HD02_VD51,Margin of Error; Latin America: - Central America: - Mexico: - Entered 1990 to 1999: - Naturalized U.S. citizen
HD01_VD52,Estimate; Latin America: - Central America: - Mexico: - Entered 1990 to 1999: - Not a U.S. citizen
HD02_VD52,Margin of Error; Latin America: - Central America: - Mexico: - Entered 1990 to 1999: - Not a U.S. citizen
HD01_VD53,Estimate; Latin America: - Central America: - Mexico: - Entered before 1990:
HD02_VD53,Margin of Error; Latin America: - Central America: - Mexico: - Entered before 1990:
HD01_VD54,Estimate; Latin America: - Central America: - Mexico: - Entered before 1990: - Naturalized U.S. citizen
HD02_VD54,Margin of Error; Latin America: - Central America: - Mexico: - Entered before 1990: - Naturalized U.S. citizen
HD01_VD55,Estimate; Latin America: - Central America: - Mexico: - Entered before 1990: - Not a U.S. citizen
HD02_VD55,Margin of Error; Latin America: - Central America: - Mexico: - Entered before 1990: - Not a U.S. citizen
HD01_VD56,Estimate; Latin America: - Central America: - Other Central America:
HD02_VD56,Margin of Error; Latin America: - Central America: - Other Central America:
HD01_VD57,Estimate; Latin America: - Central America: - Other Central America: - Entered 2010 or later
HD02_VD57,Margin of Error; Latin America: - Central America: - Other Central America: - Entered 2010 or later
HD01_VD58,Estimate; Latin America: - Central America: - Other Central America: - Entered 2010 or later - Naturalized U.S. citizen
HD02_VD58,Margin of Error; Latin America: - Central America: - Other Central America: - Entered 2010 or later - Naturalized U.S. citizen
HD01_VD59,Estimate; Latin America: - Central America: - Other Central America: - Entered 2010 or later - Not a U.S. citizen
HD02_VD59,Margin of Error; Latin America: - Central America: - Other Central America: - Entered 2010 or later - Not a U.S. citizen
HD01_VD60,Estimate; Latin America: - Central America: - Other Central America: - Entered 2000 to 2009
HD02_VD60,Margin of Error; Latin America: - Central America: - Other Central America: - Entered 2000 to 2009
HD01_VD61,Estimate; Latin America: - Central America: - Other Central America: - Entered 2000 to 2009 - Naturalized U.S. citizen
HD02_VD61,Margin of Error; Latin America: - Central America: - Other Central America: - Entered 2000 to 2009 - Naturalized U.S. citizen
HD01_VD62,Estimate; Latin America: - Central America: - Other Central America: - Entered 2000 to 2009 - Not a U.S. citizen
HD02_VD62,Margin of Error; Latin America: - Central America: - Other Central America: - Entered 2000 to 2009 - Not a U.S. citizen
HD01_VD63,Estimate; Latin America: - Central America: - Other Central America: - Entered 1990 to 1999:
HD02_VD63,Margin of Error; Latin America: - Central America: - Other Central America: - Entered 1990 to 1999:
HD01_VD64,Estimate; Latin America: - Central America: - Other Central America: - Entered 1990 to 1999: - Naturalized U.S. citizen
HD02_VD64,Margin of Error; Latin America: - Central America: - Other Central America: - Entered 1990 to 1999: - Naturalized U.S. citizen
HD01_VD65,Estimate; Latin America: - Central America: - Other Central America: - Entered 1990 to 1999: - Not a U.S. citizen
HD02_VD65,Margin of Error; Latin America: - Central America: - Other Central America: - Entered 1990 to 1999: - Not a U.S. citizen
HD01_VD66,Estimate; Latin America: - Central America: - Other Central America: - Entered before 1990:
HD02_VD66,Margin of Error; Latin America: - Central America: - Other Central America: - Entered before 1990:
HD01_VD67,Estimate; Latin America: - Central America: - Other Central America: - Entered before 1990: - Naturalized U.S. citizen
HD02_VD67,Margin of Error; Latin America: - Central America: - Other Central America: - Entered before 1990: - Naturalized U.S. citizen
HD01_VD68,Estimate; Latin America: - Central America: - Other Central America: - Entered before 1990: - Not a U.S. citizen
HD02_VD68,Margin of Error; Latin America: - Central America: - Other Central America: - Entered before 1990: - Not a U.S. citizen
HD01_VD69,Estimate; Latin America: - South America:
HD02_VD69,Margin of Error; Latin America: - South America:
HD01_VD70,Estimate; Latin America: - South America: - Entered 2010 or later
HD02_VD70,Margin of Error; Latin America: - South America: - Entered 2010 or later
HD01_VD71,Estimate; Latin America: - South America: - Entered 2010 or later - Naturalized U.S. citizen
HD02_VD71,Margin of Error; Latin America: - South America: - Entered 2010 or later - Naturalized U.S. citizen
HD01_VD72,Estimate; Latin America: - South America: - Entered 2010 or later - Not a U.S. citizen
HD02_VD72,Margin of Error; Latin America: - South America: - Entered 2010 or later - Not a U.S. citizen
HD01_VD73,Estimate; Latin America: - South America: - Entered 2000 to 2009
HD02_VD73,Margin of Error; Latin America: - South America: - Entered 2000 to 2009
HD01_VD74,Estimate; Latin America: - South America: - Entered 2000 to 2009 - Naturalized U.S. citizen
HD02_VD74,Margin of Error; Latin America: - South America: - Entered 2000 to 2009 - Naturalized U.S. citizen
HD01_VD75,Estimate; Latin America: - South America: - Entered 2000 to 2009 - Not a U.S. citizen
HD02_VD75,Margin of Error; Latin America: - South America: - Entered 2000 to 2009 - Not a U.S. citizen
HD01_VD76,Estimate; Latin America: - South America: - Entered 1990 to 1999:
HD02_VD76,Margin of Error; Latin America: - South America: - Entered 1990 to 1999:
HD01_VD77,Estimate; Latin America: - South America: - Entered 1990 to 1999: - Naturalized U.S. citizen
HD02_VD77,Margin of Error; Latin America: - South America: - Entered 1990 to 1999: - Naturalized U.S. citizen
HD01_VD78,Estimate; Latin America: - South America: - Entered 1990 to 1999: - Not a U.S. citizen
HD02_VD78,Margin of Error; Latin America: - South America: - Entered 1990 to 1999: - Not a U.S. citizen
HD01_VD79,Estimate; Latin America: - South America: - Entered before 1990:
HD02_VD79,Margin of Error; Latin America: - South America: - Entered before 1990:
HD01_VD80,Estimate; Latin America: - South America: - Entered before 1990: - Naturalized U.S. citizen
HD02_VD80,Margin of Error; Latin America: - South America: - Entered before 1990: - Naturalized U.S. citizen
HD01_VD81,Estimate; Latin America: - South America: - Entered before 1990: - Not a U.S. citizen
HD02_VD81,Margin of Error; Latin America: - South America: - Entered before 1990: - Not a U.S. citizen
HD01_VD82,Estimate; Other areas:
HD02_VD82,Margin of Error; Other areas:
HD01_VD83,Estimate; Other areas: - Entered 2010 or later
HD02_VD83,Margin of Error; Other areas: - Entered 2010 or later
HD01_VD84,Estimate; Other areas: - Entered 2010 or later - Naturalized U.S. citizen
HD02_VD84,Margin of Error; Other areas: - Entered 2010 or later - Naturalized U.S. citizen
HD01_VD85,Estimate; Other areas: - Entered 2010 or later - Not a U.S. citizen
HD02_VD85,Margin of Error; Other areas: - Entered 2010 or later - Not a U.S. citizen
HD01_VD86,Estimate; Other areas: - Entered 2000 to 2009
HD02_VD86,Margin of Error; Other areas: - Entered 2000 to 2009
HD01_VD87,Estimate; Other areas: - Entered 2000 to 2009 - Naturalized U.S. citizen
HD02_VD87,Margin of Error; Other areas: - Entered 2000 to 2009 - Naturalized U.S. citizen
HD01_VD88,Estimate; Other areas: - Entered 2000 to 2009 - Not a U.S. citizen
HD02_VD88,Margin of Error; Other areas: - Entered 2000 to 2009 - Not a U.S. citizen
HD01_VD89,Estimate; Other areas: - Entered 1990 to 1999:
HD02_VD89,Margin of Error; Other areas: - Entered 1990 to 1999:
HD01_VD90,Estimate; Other areas: - Entered 1990 to 1999: - Naturalized U.S. citizen
HD02_VD90,Margin of Error; Other areas: - Entered 1990 to 1999: - Naturalized U.S. citizen
HD01_VD91,Estimate; Other areas: - Entered 1990 to 1999: - Not a U.S. citizen
HD02_VD91,Margin of Error; Other areas: - Entered 1990 to 1999: - Not a U.S. citizen
HD01_VD92,Estimate; Other areas: - Entered before 1990:
HD02_VD92,Margin of Error; Other areas: - Entered before 1990:
HD01_VD93,Estimate; Other areas: - Entered before 1990: - Naturalized U.S. citizen
HD02_VD93,Margin of Error; Other areas: - Entered before 1990: - Naturalized U.S. citizen
HD01_VD94,Estimate; Other areas: - Entered before 1990: - Not a U.S. citizen
HD02_VD94,Margin of Error; Other areas: - Entered before 1990: - Not a U.S. citizen
