GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD01_VD25,Estimate; 1.30 to 1.49: - Married-couple family: - With related children under 18 years: - Under 5 years only
HD02_VD25,Margin of Error; 1.30 to 1.49: - Married-couple family: - With related children under 18 years: - Under 5 years only
HD01_VD26,Estimate; 1.30 to 1.49: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years
HD02_VD26,Margin of Error; 1.30 to 1.49: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years
HD01_VD27,Estimate; 1.30 to 1.49: - Married-couple family: - With related children under 18 years: - 5 to 17 years only
HD02_VD27,Margin of Error; 1.30 to 1.49: - Married-couple family: - With related children under 18 years: - 5 to 17 years only
HD01_VD28,Estimate; 1.30 to 1.49: - Married-couple family: - No related children under 18 years
HD02_VD28,Margin of Error; 1.30 to 1.49: - Married-couple family: - No related children under 18 years
HD01_VD29,Estimate; 1.30 to 1.49: - Other family:
HD02_VD29,Margin of Error; 1.30 to 1.49: - Other family:
HD01_VD30,"Estimate; 1.30 to 1.49: - Other family: - Male householder, no wife present:"
HD02_VD30,"Margin of Error; 1.30 to 1.49: - Other family: - Male householder, no wife present:"
HD01_VD31,"Estimate; 1.30 to 1.49: - Other family: - Male householder, no wife present: - With related children under 18 years:"
HD02_VD31,"Margin of Error; 1.30 to 1.49: - Other family: - Male householder, no wife present: - With related children under 18 years:"
HD01_VD32,"Estimate; 1.30 to 1.49: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only"
HD02_VD32,"Margin of Error; 1.30 to 1.49: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only"
HD01_VD33,"Estimate; 1.30 to 1.49: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years"
HD02_VD33,"Margin of Error; 1.30 to 1.49: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years"
HD01_VD34,"Estimate; 1.30 to 1.49: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only"
HD02_VD34,"Margin of Error; 1.30 to 1.49: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only"
HD01_VD35,"Estimate; 1.30 to 1.49: - Other family: - Male householder, no wife present: - No related children under 18 years"
HD02_VD35,"Margin of Error; 1.30 to 1.49: - Other family: - Male householder, no wife present: - No related children under 18 years"
HD01_VD36,"Estimate; 1.30 to 1.49: - Other family: - Female householder, no husband present:"
HD02_VD36,"Margin of Error; 1.30 to 1.49: - Other family: - Female householder, no husband present:"
HD01_VD37,"Estimate; 1.30 to 1.49: - Other family: - Female householder, no husband present: - With related children under 18 years:"
HD02_VD37,"Margin of Error; 1.30 to 1.49: - Other family: - Female householder, no husband present: - With related children under 18 years:"
HD01_VD38,"Estimate; 1.30 to 1.49: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only"
HD02_VD38,"Margin of Error; 1.30 to 1.49: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only"
HD01_VD39,"Estimate; 1.30 to 1.49: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years"
HD02_VD39,"Margin of Error; 1.30 to 1.49: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years"
HD01_VD40,"Estimate; 1.30 to 1.49: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only"
HD02_VD40,"Margin of Error; 1.30 to 1.49: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only"
HD01_VD41,"Estimate; 1.30 to 1.49: - Other family: - Female householder, no husband present: - No related children under 18 years"
HD02_VD41,"Margin of Error; 1.30 to 1.49: - Other family: - Female householder, no husband present: - No related children under 18 years"
HD01_VD42,Estimate; 1.50 to 1.84:
HD02_VD42,Margin of Error; 1.50 to 1.84:
HD01_VD43,Estimate; 1.50 to 1.84: - Married-couple family:
HD02_VD43,Margin of Error; 1.50 to 1.84: - Married-couple family:
HD01_VD44,Estimate; 1.50 to 1.84: - Married-couple family: - With related children under 18 years:
HD02_VD44,Margin of Error; 1.50 to 1.84: - Married-couple family: - With related children under 18 years:
HD01_VD45,Estimate; 1.50 to 1.84: - Married-couple family: - With related children under 18 years: - Under 5 years only
HD02_VD45,Margin of Error; 1.50 to 1.84: - Married-couple family: - With related children under 18 years: - Under 5 years only
HD01_VD46,Estimate; 1.50 to 1.84: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years
HD02_VD46,Margin of Error; 1.50 to 1.84: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years
HD01_VD47,Estimate; 1.50 to 1.84: - Married-couple family: - With related children under 18 years: - 5 to 17 years only
HD02_VD47,Margin of Error; 1.50 to 1.84: - Married-couple family: - With related children under 18 years: - 5 to 17 years only
HD01_VD48,Estimate; 1.50 to 1.84: - Married-couple family: - No related children under 18 years
HD02_VD48,Margin of Error; 1.50 to 1.84: - Married-couple family: - No related children under 18 years
HD01_VD49,Estimate; 1.50 to 1.84: - Other family:
HD02_VD49,Margin of Error; 1.50 to 1.84: - Other family:
HD01_VD50,"Estimate; 1.50 to 1.84: - Other family: - Male householder, no wife present:"
HD02_VD50,"Margin of Error; 1.50 to 1.84: - Other family: - Male householder, no wife present:"
HD01_VD51,"Estimate; 1.50 to 1.84: - Other family: - Male householder, no wife present: - With related children under 18 years:"
HD02_VD51,"Margin of Error; 1.50 to 1.84: - Other family: - Male householder, no wife present: - With related children under 18 years:"
HD01_VD52,"Estimate; 1.50 to 1.84: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only"
HD02_VD52,"Margin of Error; 1.50 to 1.84: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only"
HD01_VD53,"Estimate; 1.50 to 1.84: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years"
HD02_VD53,"Margin of Error; 1.50 to 1.84: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years"
HD01_VD54,"Estimate; 1.50 to 1.84: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only"
HD02_VD54,"Margin of Error; 1.50 to 1.84: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only"
HD01_VD55,"Estimate; 1.50 to 1.84: - Other family: - Male householder, no wife present: - No related children under 18 years"
HD02_VD55,"Margin of Error; 1.50 to 1.84: - Other family: - Male householder, no wife present: - No related children under 18 years"
HD01_VD56,"Estimate; 1.50 to 1.84: - Other family: - Female householder, no husband present:"
HD02_VD56,"Margin of Error; 1.50 to 1.84: - Other family: - Female householder, no husband present:"
HD01_VD57,"Estimate; 1.50 to 1.84: - Other family: - Female householder, no husband present: - With related children under 18 years:"
HD02_VD57,"Margin of Error; 1.50 to 1.84: - Other family: - Female householder, no husband present: - With related children under 18 years:"
HD01_VD58,"Estimate; 1.50 to 1.84: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only"
HD02_VD58,"Margin of Error; 1.50 to 1.84: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only"
HD01_VD59,"Estimate; 1.50 to 1.84: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years"
HD02_VD59,"Margin of Error; 1.50 to 1.84: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years"
HD01_VD60,"Estimate; 1.50 to 1.84: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only"
HD02_VD60,"Margin of Error; 1.50 to 1.84: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only"
HD01_VD61,"Estimate; 1.50 to 1.84: - Other family: - Female householder, no husband present: - No related children under 18 years"
HD02_VD61,"Margin of Error; 1.50 to 1.84: - Other family: - Female householder, no husband present: - No related children under 18 years"
HD01_VD62,Estimate; 1.85 and above:
HD02_VD62,Margin of Error; 1.85 and above:
HD01_VD63,Estimate; 1.85 and above: - Married-couple family:
HD02_VD63,Margin of Error; 1.85 and above: - Married-couple family:
HD01_VD64,Estimate; 1.85 and above: - Married-couple family: - With related children under 18 years:
HD02_VD64,Margin of Error; 1.85 and above: - Married-couple family: - With related children under 18 years:
HD01_VD65,Estimate; 1.85 and above: - Married-couple family: - With related children under 18 years: - Under 5 years only
HD02_VD65,Margin of Error; 1.85 and above: - Married-couple family: - With related children under 18 years: - Under 5 years only
HD01_VD66,Estimate; 1.85 and above: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years
HD02_VD66,Margin of Error; 1.85 and above: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years
HD01_VD67,Estimate; 1.85 and above: - Married-couple family: - With related children under 18 years: - 5 to 17 years only
HD02_VD67,Margin of Error; 1.85 and above: - Married-couple family: - With related children under 18 years: - 5 to 17 years only
HD01_VD68,Estimate; 1.85 and above: - Married-couple family: - No related children under 18 years
HD02_VD68,Margin of Error; 1.85 and above: - Married-couple family: - No related children under 18 years
HD01_VD69,Estimate; 1.85 and above: - Other family:
HD02_VD69,Margin of Error; 1.85 and above: - Other family:
HD01_VD70,"Estimate; 1.85 and above: - Other family: - Male householder, no wife present:"
HD02_VD70,"Margin of Error; 1.85 and above: - Other family: - Male householder, no wife present:"
HD01_VD71,"Estimate; 1.85 and above: - Other family: - Male householder, no wife present: - With related children under 18 years:"
HD02_VD71,"Margin of Error; 1.85 and above: - Other family: - Male householder, no wife present: - With related children under 18 years:"
HD01_VD72,"Estimate; 1.85 and above: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only"
HD02_VD72,"Margin of Error; 1.85 and above: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only"
HD01_VD73,"Estimate; 1.85 and above: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years"
HD02_VD73,"Margin of Error; 1.85 and above: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years"
HD01_VD74,"Estimate; 1.85 and above: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only"
HD02_VD74,"Margin of Error; 1.85 and above: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only"
HD01_VD75,"Estimate; 1.85 and above: - Other family: - Male householder, no wife present: - No related children under 18 years"
HD02_VD75,"Margin of Error; 1.85 and above: - Other family: - Male householder, no wife present: - No related children under 18 years"
HD01_VD76,"Estimate; 1.85 and above: - Other family: - Female householder, no husband present:"
HD02_VD76,"Margin of Error; 1.85 and above: - Other family: - Female householder, no husband present:"
HD01_VD77,"Estimate; 1.85 and above: - Other family: - Female householder, no husband present: - With related children under 18 years:"
HD02_VD77,"Margin of Error; 1.85 and above: - Other family: - Female householder, no husband present: - With related children under 18 years:"
HD01_VD78,"Estimate; 1.85 and above: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only"
HD02_VD78,"Margin of Error; 1.85 and above: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only"
HD01_VD79,"Estimate; 1.85 and above: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years"
HD02_VD79,"Margin of Error; 1.85 and above: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years"
HD01_VD80,"Estimate; 1.85 and above: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only"
HD02_VD80,"Margin of Error; 1.85 and above: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only"
HD01_VD81,"Estimate; 1.85 and above: - Other family: - Female householder, no husband present: - No related children under 18 years"
HD02_VD81,"Margin of Error; 1.85 and above: - Other family: - Female householder, no husband present: - No related children under 18 years"
